State, Candidate Number, Money (R$ Reais), Votes
MT , 5050 , 88147.90 , 84208
MT , 3104 , 0.00 , 308
MT , 4510 , 1300033.92 , 16848
MT , 3100 , 1448.00 , 275
MT , 3344 , 14963.00 , 2856
MT , 1111 , 2592253.35 , 90888
MT , 4598 , 66251.23 , 885
MT , 4588 , 29403.62 , 192
MT , 4312 , 58996.42 , 0
MT , 2877 , 0.00 , 352
MT , 3621 , 3000.00 , 4675
MT , 5533 , 100444.10 , 8621
MT , 4500 , 2460139.14 , 127749
MT , 4040 , 77767.78 , 12219
MT , 5555 , 1369565.19 , 47340
MT , 7067 , 3331.42 , 0
MT , 4012 , 720679.75 , 24102
MT , 2233 , 1436.13 , 245
MT , 4010 , 3840296.02 , 104976
MT , 1477 , 83480.77 , 1794
MT , 3131 , 2448.00 , 812
PA , 1788 , 10709.20 , 2710
PA , 5170 , 2000.00 , 103
PA , 1300 , 355733.58 , 40146
PA , 1301 , 14482.00 , 1259
PA , 2222 , 417946.56 , 148163
PA , 2505 , 0.00 , 63
PA , 5477 , 570.00 , 174
PA , 3322 , 0.00 , 1713
PA , 4577 , 5450.00 , 688
PA , 2100 , 0.00 , 0
PA , 5077 , 1818.57 , 317
PA , 5500 , 348211.20 , 265983
PA , 2525 , 337807.59 , 85194
PA , 1544 , 3347.18 , 2593
PA , 1912 , 700.00 , 0
PA , 2522 , 656767.40 , 84601
PA , 3123 , 0.00 , 2672
PA , 1940 , 100.00 , 17
PA , 2014 , 334044.84 , 13686
PA , 1991 , 100.00 , 0
PA , 5066 , 2265.00 , 416
PA , 1314 , 638406.49 , 58938
PA , 1313 , 628271.03 , 142970
PA , 1311 , 149840.24 , 41080
PA , 1310 , 578766.89 , 57105
PA , 1155 , 3000.00 , 777
PA , 4332 , 24723.80 , 988
PA , 4333 , 200.00 , 0
PA , 3333 , 0.00 , 614
PA , 4567 , 56824.69 , 22295
PA , 4565 , 321258.49 , 33404
PA , 5512 , 2000.00 , 671
PA , 1290 , 20215.16 , 4179
PA , 1550 , 350737.06 , 67324
PA , 2552 , 0.00 , 735
PA , 1555 , 462553.90 , 122348
PA , 1215 , 12509.60 , 1560
PA , 6565 , 296110.63 , 18474
PA , 2314 , 0.00 , 99
PA , 2315 , 1948.00 , 560
PA , 2312 , 65261.88 , 13284
PA , 5474 , 0.00 , 992
PA , 7722 , 25430.83 , 8441
PA , 1380 , 136809.06 , 74722
PA , 4077 , 14918.12 , 20549
PA , 5010 , 79373.51 , 15399
PA , 5011 , 28637.36 , 12378
PA , 1321 , 767605.63 , 105151
PA , 5015 , 3782.50 , 1954
PA , 5151 , 3913.00 , 917
PA , 4400 , 5697.88 , 1389
PA , 5155 , 50690.00 , 2349
PA , 9010 , 1342770.20 , 93524
PA , 9011 , 0.00 , 270
PA , 1927 , 0.00 , 35
PA , 4556 , 7162.00 , 1010
PA , 4555 , 37452.33 , 7385
PA , 4550 , 315240.00 , 34155
PA , 1712 , 3202.43 , 616
PA , 4040 , 971913.15 , 56574
PA , 5090 , 800.00 , 0
PA , 5093 , 1118.57 , 668
PA , 4412 , 29217.33 , 3831
PA , 1255 , 14831.18 , 470
PA , 4477 , 5280.00 , 150
PA , 1522 , 137935.93 , 60749
PA , 7733 , 118723.08 , 26146
PA , 1010 , 122054.46 , 104356
PA , 1011 , 1000.00 , 305
PA , 1012 , 1000.00 , 0
PA , 1234 , 5448.00 , 2539
PA , 2323 , 538314.84 , 70950
PA , 5001 , 1118.57 , 141
PA , 5000 , 10636.16 , 6818
PA , 5007 , 395.00 , 41
PA , 5005 , 1123.57 , 304
PA , 1233 , 246.00 , 5402
PA , 1777 , 2000.00 , 3417
PA , 7788 , 191258.23 , 15867
PA , 7789 , 74951.50 , 1963
PA , 4545 , 182633.33 , 36834
PA , 4544 , 133667.46 , 12805
PA , 4057 , 6120.00 , 682
PA , 3390 , 300.00 , 1362
PA , 5088 , 58161.80 , 1749
PA , 7700 , 81839.84 , 4150
PA , 5400 , 880.00 , 269
PA , 5577 , 575913.21 , 63671
PA , 2577 , 163000.00 , 40889
PA , 2511 , 0.00 , 131
PA , 1533 , 26872.44 , 7519
PA , 1223 , 300.00 , 2229
PA , 1222 , 17572.43 , 1707
PA , 1221 , 71003.00 , 4388
PA , 1220 , 21748.00 , 7487
PA , 5030 , 645.00 , 69
PA , 7799 , 50874.51 , 29882
PA , 4344 , 3715.00 , 1044
PA , 4343 , 30581.84 , 1535
PA , 2200 , 3291.40 , 522
PA , 1588 , 571730.81 , 76510
PA , 4535 , 5000.00 , 810
PA , 4530 , 113966.60 , 14976
PA , 2567 , 1448.00 , 0
PA , 4533 , 14660.00 , 2075
PA , 4321 , 12504.00 , 1056
PA , 5150 , 0.00 , 71
PA , 1030 , 1000.00 , 66
PA , 7070 , 24925.17 , 14213
PA , 1212 , 422969.63 , 68973
PA , 1213 , 22422.55 , 3164
PA , 1211 , 106675.09 , 14848
PA , 5120 , 2000.00 , 130
PA , 1214 , 6098.50 , 1132
PA , 2580 , 6900.00 , 1865
PA , 9090 , 18556.63 , 16082
PA , 1218 , 4966.93 , 574
PA , 5022 , 1726.63 , 735
PA , 5555 , 340833.79 , 76148
PA , 1911 , 0.00 , 115
PA , 1910 , 100.00 , 236
PA , 1913 , 0.00 , 312
PA , 5101 , 0.00 , 107
PA , 1915 , 0.00 , 14
PA , 5107 , 0.00 , 279
PA , 1916 , 0.00 , 96
PA , 1025 , 1000.00 , 10
PA , 1020 , 1000.00 , 126
PA , 1999 , 100.00 , 0
PA , 4525 , 5800.00 , 1281
PA , 4516 , 5000.00 , 0
PA , 4523 , 75318.33 , 5353
PA , 4520 , 13932.80 , 843
PA , 1456 , 290490.37 , 122995
PA , 2020 , 142203.33 , 86949
PA , 1515 , 1088712.54 , 87632
PA , 2828 , 0.00 , 0
PA , 1517 , 1122.43 , 745
PA , 1516 , 1535.93 , 1032
PA , 1510 , 41511.96 , 9899
PA , 2512 , 6550.00 , 1947
PA , 1512 , 2262.43 , 734
PA , 4367 , 0.00 , 701
PA , 5111 , 0.00 , 77
PA , 5110 , 3000.00 , 1118
PA , 3636 , 10000.00 , 1717
PA , 1207 , 0.00 , 15
PA , 3600 , 6580.00 , 968
PA , 5055 , 1648.40 , 1347
PA , 5056 , 15586.90 , 984
PA , 5050 , 198851.73 , 170604
PA , 5051 , 14410.00 , 2213
PA , 1616 , 30405.73 , 7718
PA , 4510 , 91783.33 , 17533
PA , 4511 , 1200.00 , 2985
PA , 5454 , 10100.00 , 1835
PA , 5190 , 2064.00 , 1424
PA , 3344 , 0.00 , 3591
PA , 7777 , 642350.36 , 141213
PA , 4590 , 840231.72 , 193573
PA , 1115 , 950906.40 , 62072
PA , 5020 , 1395.00 , 396
PA , 1755 , 0.00 , 134
PA , 2500 , 11450.00 , 15500
PA , 4310 , 3650.00 , 61
PA , 4312 , 0.00 , 660
PA , 4313 , 1400.00 , 457
PA , 4315 , 200.00 , 0
PA , 4099 , 8150.00 , 2265
PA , 4500 , 333015.95 , 40293
PA , 1717 , 2722.43 , 1742
PA , 5045 , 3735.30 , 2216
PA , 5043 , 823.57 , 165
PA , 2121 , 0.00 , 0
PA , 1955 , 100.00 , 254
PA , 1040 , 1000.00 , 0
PA , 1601 , 904.04 , 28
PA , 1600 , 1017.20 , 174
PA , 1603 , 904.04 , 26
PA , 1602 , 904.04 , 19
PA , 1477 , 25500.00 , 1362
PA , 3191 , 2850.43 , 340
PA , 7745 , 19148.33 , 6097
PA , 3131 , 40799.67 , 0
PB , 1307 , 600.00 , 0
PB , 1300 , 45077.87 , 12258
PB , 1301 , 0.00 , 59
PB , 3100 , 1218.00 , 297
PB , 5477 , 1146.00 , 1492
PB , 4023 , 209407.32 , 2953
PB , 7000 , 5288.40 , 14650
PB , 3345 , 9540.90 , 1365
PB , 1111 , 1742285.52 , 161999
PB , 1112 , 156349.81 , 7360
PB , 5555 , 390268.34 , 84820
PB , 1314 , 800.00 , 0
PB , 1311 , 9815.24 , 878
PB , 4333 , 768.40 , 0
PB , 1345 , 402255.81 , 69922
PB , 3333 , 15543.10 , 1315
PB , 3131 , 23724.84 , 5715
PB , 5510 , 7549.31 , 327
PB , 1700 , 450.00 , 5721
PB , 1555 , 104000.64 , 6552
PB , 6565 , 141382.60 , 3474
PB , 1010 , 171832.14 , 30044
PB , 4404 , 0.00 , 95
PB , 1388 , 2995.00 , 0
PB , 4405 , 0.00 , 38
PB , 1411 , 348477.11 , 95746
PB , 1414 , 0.00 , 321
PB , 1415 , 0.00 , 950
PB , 1323 , 10036.63 , 2424
PB , 5014 , 2060.00 , 1698
PB , 5019 , 0.00 , 45
PB , 1122 , 9889.63 , 976
PB , 4322 , 5073.25 , 1068
PB , 9090 , 0.00 , 967
PB , 2777 , 0.00 , 665
PB , 9010 , 970.00 , 464
PB , 9011 , 300.00 , 141
PB , 4555 , 1004.00 , 526
PB , 2820 , 0.00 , 0
PB , 4040 , 474886.51 , 50171
PB , 1525 , 600.00 , 154
PB , 1522 , 736525.81 , 123686
PB , 1407 , 0.00 , 29
PB , 1234 , 17426.68 , 9352
PB , 5001 , 480.00 , 95
PB , 5000 , 10374.40 , 48157
PB , 5005 , 1850.00 , 462
PB , 1333 , 205243.25 , 22253
PB , 4545 , 33994.06 , 25149
PB , 9009 , 4000.00 , 3162
PB , 2277 , 22559.58 , 0
PB , 5400 , 2700.00 , 0
PB , 2511 , 881912.76 , 103477
PB , 1533 , 300.00 , 343
PB , 1000 , 16489.31 , 3453
PB , 2929 , 1800.00 , 699
PB , 5033 , 790.00 , 448
PB , 9032 , 0.00 , 109
PB , 4344 , 0.00 , 0
PB , 4343 , 13035.55 , 1705
PB , 7013 , 0.00 , 30
PB , 3699 , 270.30 , 182
PB , 2880 , 307.00 , 228
PB , 2888 , 8087.14 , 2306
PB , 1500 , 18866.67 , 2111
PB , 1212 , 575713.02 , 67558
PB , 5024 , 480.00 , 87
PB , 4440 , 6345.24 , 322
PB , 4444 , 400.00 , 0
PB , 7001 , 0.00 , 21
PB , 1910 , 2068.00 , 1531
PB , 4377 , 4273.25 , 992
PB , 2899 , 0.00 , 0
PB , 4522 , 46410.30 , 5353
PB , 2020 , 794856.08 , 60435
PB , 1452 , 0.00 , 104
PB , 1515 , 1379298.27 , 105693
PB , 2828 , 15000.00 , 6701
PB , 2222 , 2224506.83 , 104799
PB , 1511 , 600.00 , 1070
PB , 1510 , 1088197.33 , 177680
PB , 4456 , 16648.25 , 2070
PB , 5050 , 6218.91 , 8240
PB , 1199 , 780.00 , 42
PB , 4510 , 891070.46 , 179886
PB , 4004 , 23319.64 , 2540
PB , 3344 , 1615.00 , 1405
PB , 4515 , 9717.61 , 1345
PB , 7777 , 526102.36 , 63433
PB , 1445 , 0.00 , 230
PB , 1444 , 7626.81 , 1025
PB , 2345 , 5959.73 , 3125
PB , 5533 , 12785.31 , 562
PB , 9049 , 0.00 , 991
PB , 1717 , 800.00 , 0
PB , 1919 , 11454.00 , 24603
PB , 4011 , 9037.64 , 2892
PB , 4010 , 111830.34 , 11141
PB , 4016 , 40668.88 , 19768
PB , 5444 , 5505.74 , 0
PB , 2539 , 500.00 , 83
PB , 1477 , 0.00 , 2299
PE , 2713 , 9337.62 , 164
PE , 4511 , 3823108.01 , 131768
PE , 1300 , 0.00 , 3955
PE , 1789 , 150238.40 , 14476
PE , 1781 , 1023.31 , 143
PE , 2844 , 1448.00 , 80
PE , 3321 , 3922.50 , 74
PE , 3323 , 11828.80 , 1780
PE , 4022 , 289654.01 , 24775
PE , 4020 , 1360118.41 , 102669
PE , 2323 , 1397402.62 , 36866
PE , 1447 , 0.00 , 55
PE , 1777 , 30480.00 , 14244
PE , 3122 , 0.00 , 419
PE , 3123 , 0.00 , 1068
PE , 3333 , 5328.80 , 504
PE , 1444 , 384086.95 , 99912
PE , 1377 , 1948.00 , 3668
PE , 2244 , 0.00 , 46
PE , 2245 , 0.00 , 31
PE , 1466 , 0.00 , 315
PE , 2240 , 5000.00 , 1567
PE , 1314 , 1920230.94 , 61025
PE , 1313 , 408655.68 , 59147
PE , 1311 , 644978.13 , 73967
PE , 1310 , 398424.79 , 63060
PE , 2707 , 9337.62 , 1617
PE , 1490 , 0.00 , 14524
PE , 1493 , 0.00 , 12
PE , 3131 , 57256.74 , 4497
PE , 3133 , 2000.00 , 761
PE , 1700 , 68580.00 , 23448
PE , 1702 , 2628.99 , 216
PE , 1707 , 0.00 , 16
PE , 4400 , 0.00 , 1989
PE , 5555 , 1280135.27 , 100875
PE , 4025 , 2000.00 , 335
PE , 1410 , 0.00 , 0
PE , 1411 , 1048660.75 , 86023
PE , 1413 , 139739.44 , 18031
PE , 1414 , 520376.52 , 92262
PE , 1415 , 0.00 , 166
PE , 5010 , 7198.90 , 315
PE , 4310 , 85910.10 , 13065
PE , 4321 , 308226.77 , 8042
PE , 1122 , 1260000.00 , 16181
PE , 9090 , 50460.34 , 6140
PE , 2890 , 0.00 , 1739
PE , 3140 , 55635.85 , 28585
PE , 2828 , 110000.00 , 7940
PE , 5422 , 400.00 , 0
PE , 3677 , 0.00 , 539
PE , 5099 , 5540.00 , 112
PE , 4040 , 1269332.12 , 120059
PE , 6510 , 2319322.51 , 85053
PE , 1718 , 0.00 , 377
PE , 1524 , 0.00 , 44
PE , 1400 , 222715.96 , 97057
PE , 1010 , 654983.21 , 56597
PE , 1011 , 129968.40 , 12291
PE , 4499 , 5000.00 , 713
PE , 1234 , 1588374.06 , 86739
PE , 2525 , 3490351.70 , 88250
PE , 1133 , 760121.04 , 11199
PE , 1333 , 960000.00 , 38552
PE , 3155 , 3000.00 , 0
PE , 2793 , 9337.62 , 4102
PE , 3311 , 5928.80 , 1222
PE , 3313 , 7328.80 , 763
PE , 2833 , 0.00 , 951
PE , 3314 , 5928.80 , 1248
PE , 4055 , 36822.00 , 9090
PE , 1435 , 1732.00 , 246
PE , 1433 , 600.00 , 453
PE , 5400 , 103362.00 , 6683
PE , 1727 , 0.00 , 8
PE , 1720 , 149988.75 , 9159
PE , 1240 , 9000.00 , 251
PE , 1006 , 4000.00 , 14
PE , 1005 , 2000.00 , 20
PE , 1004 , 6000.00 , 116
PE , 1002 , 6000.00 , 15
PE , 1001 , 6000.00 , 218
PE , 1222 , 62375.93 , 3495
PE , 4004 , 1711849.17 , 187348
PE , 1345 , 0.00 , 3064
PE , 1111 , 2711993.39 , 283567
PE , 4433 , 17844.00 , 7616
PE , 2800 , 0.00 , 880
PE , 1420 , 8000.00 , 20897
PE , 1422 , 400.00 , 2493
PE , 5435 , 400.00 , 122
PE , 4545 , 779069.14 , 138825
PE , 2888 , 10320.00 , 5150
PE , 4530 , 318927.43 , 18962
PE , 1737 , 40206.00 , 5777
PE , 2111 , 2700.06 , 1573
PE , 2112 , 950.00 , 811
PE , 5454 , 10500.00 , 0
PE , 1212 , 286808.85 , 33016
PE , 2811 , 1448.00 , 707
PE , 5021 , 6390.00 , 3611
PE , 5023 , 6972.00 , 208
PE , 5022 , 0.00 , 1174
PE , 1919 , 5482.80 , 320
PE , 4444 , 0.00 , 2655
PE , 4445 , 0.00 , 3109
PE , 3171 , 3000.00 , 44
PE , 1993 , 5701.50 , 2542
PE , 2899 , 1448.00 , 413
PE , 1022 , 6000.00 , 59
PE , 1999 , 8426.95 , 2106
PE , 4077 , 0.00 , 1125
PE , 4050 , 409076.05 , 233762
PE , 3372 , 397.50 , 14
PE , 3370 , 397.50 , 10
PE , 1455 , 0.00 , 465
PE , 1456 , 0.00 , 0
PE , 2020 , 1733429.91 , 103461
PE , 4012 , 746649.66 , 97380
PE , 1515 , 1978511.88 , 227470
PE , 1514 , 3000.00 , 0
PE , 2222 , 2249999.78 , 150565
PE , 1740 , 6900.55 , 1321
PE , 4080 , 164497.20 , 21043
PE , 4010 , 548453.40 , 113588
PE , 4455 , 0.00 , 2646
PE , 5055 , 7013.55 , 4436
PE , 5050 , 7460.00 , 1656
PE , 5051 , 5540.00 , 254
PE , 2133 , 0.00 , 35
PE , 1616 , 3725.00 , 3898
PE , 4001 , 911972.65 , 112684
PE , 7077 , 0.00 , 3064
PE , 3100 , 265972.22 , 18355
PE , 2223 , 21102.87 , 7238
PE , 7777 , 1552575.34 , 67918
PE , 1112 , 2889.60 , 6080
PE , 2727 , 42917.62 , 3727
PE , 2877 , 0.00 , 5
PE , 3626 , 12000.00 , 0
PE , 3355 , 5960.40 , 896
PE , 3356 , 5928.80 , 261
PE , 4500 , 1656787.29 , 97269
PE , 1717 , 642415.66 , 24840
PE , 2121 , 1100.00 , 918
PE , 4440 , 0.00 , 340
PE , 2122 , 2820.00 , 2813
PE , 6540 , 773577.78 , 41226
PE , 1600 , 145.00 , 341
PE , 2233 , 596176.85 , 115926
PE , 5440 , 400.00 , 101
PE , 3113 , 11200.00 , 6891
PE , 3111 , 85030.00 , 16629
PE , 4000 , 466985.31 , 101452
PE , 1470 , 0.00 , 178
PE , 1477 , 0.00 , 1133
PE , 1190 , 2958954.06 , 50128
PE , 1478 , 0.00 , 363
PI , 4300 , 8068.40 , 418
PI , 1300 , 122729.50 , 10464
PI , 2222 , 841303.03 , 75596
PI , 5500 , 897914.82 , 59977
PI , 2323 , 17185.85 , 2475
PI , 7777 , 857071.57 , 30419
PI , 1545 , 1724.00 , 0
PI , 3122 , 1018.40 , 1141
PI , 3123 , 7852.30 , 1752
PI , 6578 , 2862.00 , 9
PI , 2010 , 3104.60 , 755
PI , 1314 , 5389.90 , 0
PI , 1313 , 1112452.02 , 94093
PI , 1311 , 931206.38 , 134157
PI , 4334 , 4000.00 , 322
PI , 4333 , 5800.00 , 885
PI , 3135 , 1000.00 , 32
PI , 3134 , 1000.00 , 154
PI , 3131 , 11863.40 , 3340
PI , 4036 , 4165432.34 , 90898
PI , 1555 , 0.00 , 0
PI , 6565 , 2150567.25 , 69705
PI , 1010 , 33914.96 , 1004
PI , 4400 , 3900.00 , 1912
PI , 1410 , 985963.64 , 82549
PI , 1414 , 184693.43 , 15664
PI , 1416 , 7283.33 , 298
PI , 1322 , 28758.98 , 1075
PI , 4321 , 6530.00 , 533
PI , 4322 , 5000.00 , 211
PI , 9090 , 25242.31 , 1899
PI , 3144 , 1000.00 , 0
PI , 3145 , 3765.00 , 0
PI , 3677 , 37498.28 , 1266
PI , 3300 , 6886.00 , 96
PI , 3301 , 1962.00 , 172
PI , 4040 , 1117147.54 , 129276
PI , 4041 , 448878.91 , 92349
PI , 1490 , 186793.14 , 80839
PI , 7012 , 0.00 , 404
PI , 4413 , 22600.00 , 328
PI , 4411 , 9496.62 , 453
PI , 1400 , 1224.00 , 686
PI , 2077 , 3100.00 , 312
PI , 1011 , 9600.00 , 1483
PI , 1234 , 1938.60 , 2141
PI , 2525 , 1500.00 , 0
PI , 5433 , 0.00 , 326
PI , 1333 , 807986.85 , 45824
PI , 3311 , 0.00 , 80
PI , 4357 , 1800.00 , 0
PI , 5122 , 5300.00 , 490
PI , 5123 , 4425.00 , 651
PI , 1433 , 300.00 , 0
PI , 5400 , 662.50 , 457
PI , 1530 , 1724.00 , 0
PI , 1000 , 78069.06 , 21553
PI , 5010 , 13725.00 , 1042
PI , 1345 , 226277.25 , 7624
PI , 4433 , 0.00 , 339
PI , 4345 , 4000.00 , 658
PI , 4343 , 5200.00 , 586
PI , 4340 , 5800.00 , 166
PI , 3699 , 5462.00 , 582
PI , 2111 , 80.00 , 0
PI , 2112 , 4320.00 , 141
PI , 1212 , 675410.24 , 88765
PI , 2580 , 0.00 , 894
PI , 5021 , 0.00 , 0
PI , 1919 , 0.00 , 46
PI , 4444 , 2300.00 , 0
PI , 4377 , 3400.00 , 420
PI , 7085 , 0.00 , 472
PI , 1515 , 606130.89 , 111132
PI , 1511 , 910041.36 , 77230
PI , 3636 , 3162.00 , 150
PI , 5522 , 7200.00 , 300
PI , 3111 , 1168.40 , 0
PI , 4455 , 0.00 , 313
PI , 5050 , 4310.66 , 662
PI , 5051 , 19819.70 , 1339
PI , 2345 , 5900.00 , 934
PI , 4000 , 19056.64 , 2479
PI , 1617 , 457.00 , 1447
PI , 3100 , 12480.00 , 2455
PI , 1111 , 6722540.86 , 121121
PI , 1444 , 4920.03 , 320
PI , 1441 , 600.00 , 0
PI , 2727 , 6600.00 , 625
PI , 4311 , 5800.00 , 828
PI , 1717 , 1362.00 , 0
PI , 2121 , 3934.30 , 461
PI , 5555 , 416655.21 , 99750
PI , 1600 , 6811.20 , 183
PI , 5445 , 662.50 , 305
PI , 5444 , 2799.02 , 1167
PI , 1616 , 2375.30 , 1129
PI , 2532 , 0.00 , 15
PI , 2533 , 225.60 , 265
PI , 3199 , 3150.00 , 209
PR , 1268 , 10150.00 , 634
PR , 4303 , 1565.46 , 314
PR , 4301 , 78200.66 , 3235
PR , 4300 , 262648.98 , 81181
PR , 4307 , 1565.46 , 216
PR , 4306 , 41224.03 , 13190
PR , 4305 , 0.00 , 350
PR , 1303 , 25225.22 , 1851
PR , 2222 , 2464589.69 , 106852
PR , 4309 , 300.00 , 0
PR , 1260 , 13350.00 , 313
PR , 1786 , 2306.64 , 521
PR , 5190 , 0.00 , 1069
PR , 5454 , 2884.63 , 564
PR , 4025 , 9786.64 , 1589
PR , 1355 , 29915.67 , 1485
PR , 4023 , 60487.97 , 19222
PR , 4020 , 500.00 , 0
PR , 1499 , 46569.29 , 8826
PR , 4335 , 1625.46 , 177
PR , 3655 , 0.00 , 85
PR , 5070 , 0.00 , 1077
PR , 5505 , 141277.21 , 10215
PR , 2877 , 1000.00 , 97
PR , 3651 , 0.00 , 134
PR , 4029 , 26116.64 , 9546
PR , 2323 , 847828.14 , 116909
PR , 1111 , 2643482.81 , 106478
PR , 1777 , 2040.64 , 1813
PR , 2320 , 271516.14 , 17498
PR , 5033 , 8897.55 , 837
PR , 3616 , 4900.64 , 8
PR , 1540 , 343004.43 , 150213
PR , 3123 , 23252.41 , 1909
PR , 4380 , 9005.63 , 1438
PR , 3137 , 18400.00 , 8034
PR , 1370 , 3677.50 , 1057
PR , 2034 , 2836.54 , 271
PR , 7007 , 0.00 , 212
PR , 2014 , 186013.99 , 162952
PR , 1120 , 1020311.76 , 137817
PR , 2010 , 55800.75 , 14902
PR , 2012 , 169248.71 , 58924
PR , 4007 , 13536.34 , 3723
PR , 1314 , 548686.82 , 76116
PR , 1313 , 497415.01 , 29855
PR , 1312 , 672831.67 , 23384
PR , 1310 , 1995344.45 , 155583
PR , 2704 , 1806.84 , 0
PR , 2707 , 2000.20 , 683
PR , 1440 , 2256.64 , 1312
PR , 1151 , 3134612.27 , 114396
PR , 4333 , 159780.95 , 35293
PR , 4330 , 92792.90 , 13265
PR , 1318 , 1080.03 , 941
PR , 3135 , 5200.00 , 341
PR , 4033 , 15269.64 , 510
PR , 3688 , 2360.00 , 0
PR , 3131 , 116240.86 , 61063
PR , 4566 , 4779912.90 , 82554
PR , 5510 , 52738.14 , 1689
PR , 3644 , 4727.05 , 594
PR , 5515 , 1071809.76 , 78064
PR , 1020 , 4621.60 , 2047
PR , 1551 , 0.00 , 2190
PR , 2552 , 274278.39 , 9076
PR , 2070 , 2056.64 , 444
PR , 1555 , 348511.36 , 19268
PR , 1399 , 1030.00 , 0
PR , 6565 , 576451.53 , 82886
PR , 4392 , 758.17 , 200
PR , 2310 , 1840.00 , 278
PR , 2311 , 435872.69 , 19307
PR , 1418 , 818.00 , 192
PR , 5599 , 99982.64 , 6922
PR , 3323 , 0.00 , 256
PR , 4091 , 0.00 , 55
PR , 2793 , 1276.80 , 1347
PR , 2790 , 27109.22 , 50608
PR , 2027 , 5002.40 , 0
PR , 1380 , 384646.51 , 29725
PR , 1415 , 181667.78 , 24910
PR , 1322 , 1329393.67 , 65705
PR , 2727 , 142959.58 , 14870
PR , 1320 , 0.00 , 427
PR , 1600 , 0.00 , 721
PR , 5015 , 1000.00 , 521
PR , 2829 , 0.00 , 39
PR , 5151 , 0.00 , 1021
PR , 4320 , 1917.34 , 747
PR , 4323 , 1376.46 , 322
PR , 4322 , 99196.46 , 18273
PR , 9090 , 12875.00 , 2459
PR , 5001 , 1018.40 , 265
PR , 2777 , 8509.26 , 674
PR , 3666 , 3174.00 , 1461
PR , 2828 , 1000.00 , 1156
PR , 5499 , 179448.70 , 3957
PR , 1923 , 4854.50 , 210
PR , 7710 , 196500.00 , 0
PR , 2825 , 0.00 , 141
PR , 5068 , 988.15 , 167
PR , 2820 , 1150.00 , 299
PR , 4345 , 1565.46 , 300
PR , 7711 , 5619.24 , 531
PR , 4044 , 490156.35 , 11488
PR , 4045 , 41454.47 , 3454
PR , 1717 , 7780.00 , 4428
PR , 2721 , 1756.64 , 84
PR , 5455 , 450.00 , 57
PR , 5090 , 5978.50 , 568
PR , 2300 , 801917.87 , 95841
PR , 5566 , 77991.50 , 4201
PR , 6513 , 249086.87 , 20678
PR , 5560 , 2256.64 , 730
PR , 2788 , 695.00 , 606
PR , 2307 , 6332.10 , 465
PR , 2711 , 606.64 , 0
PR , 5145 , 0.00 , 0
PR , 1255 , 7180.00 , 200
PR , 1520 , 1180.10 , 693
PR , 1250 , 2200.00 , 697
PR , 5133 , 0.00 , 1248
PR , 2072 , 1750.00 , 459
PR , 1401 , 158971.36 , 5058
PR , 1400 , 56064.48 , 12262
PR , 1010 , 269953.21 , 59152
PR , 1011 , 12480.00 , 0
PR , 5153 , 4200.00 , 604
PR , 1234 , 318090.84 , 0
PR , 2525 , 1367888.08 , 81789
PR , 3636 , 10481.83 , 4752
PR , 5000 , 3619.68 , 946
PR , 2773 , 4096.84 , 0
PR , 5005 , 820.00 , 959
PR , 1233 , 12605.67 , 4599
PR , 1133 , 0.00 , 351
PR , 1509 , 189.00 , 109
PR , 1330 , 523384.28 , 107508
PR , 1333 , 11775.95 , 4910
PR , 3150 , 16340.12 , 431
PR , 7788 , 85837.14 , 5806
PR , 3311 , 1806.64 , 1031
PR , 4355 , 1654.63 , 260
PR , 1277 , 9858.62 , 826
PR , 4545 , 1467399.12 , 177324
PR , 2831 , 0.00 , 162
PR , 5123 , 0.00 , 766
PR , 4056 , 23086.64 , 1841
PR , 4055 , 82625.36 , 11235
PR , 5088 , 190.00 , 456
PR , 4577 , 1756.64 , 709
PR , 2040 , 91086.24 , 6648
PR , 4422 , 0.00 , 1862
PR , 2577 , 52242.40 , 6510
PR , 6500 , 3640.00 , 602
PR , 1533 , 1495405.43 , 117048
PR , 1244 , 2990.00 , 427
PR , 1530 , 15236.05 , 1667
PR , 4000 , 1200.00 , 0
PR , 1919 , 7354.50 , 1541
PR , 3611 , 5836.99 , 2492
PR , 1222 , 0.00 , 1134
PR , 1221 , 4300.00 , 353
PR , 1344 , 2685.00 , 719
PR , 1345 , 1748346.13 , 71822
PR , 7799 , 11737.60 , 17
PR , 4433 , 0.00 , 305
PR , 2800 , 1000.00 , 830
PR , 4343 , 157019.90 , 15482
PR , 4342 , 1749.46 , 687
PR , 1900 , 120830.50 , 200144
PR , 4340 , 2584.46 , 349
PR , 2200 , 2731264.70 , 144305
PR , 1420 , 150364.64 , 15824
PR , 1423 , 45701.83 , 18742
PR , 2789 , 2877.34 , 543
PR , 4066 , 500.00 , 61
PR , 4067 , 23187.71 , 1882
PR , 4388 , 300.00 , 0
PR , 2821 , 0.00 , 13
PR , 1503 , 346152.08 , 37457
PR , 1500 , 4004.50 , 2741
PR , 1506 , 3459.00 , 886
PR , 4363 , 1686.63 , 696
PR , 1505 , 3041552.55 , 58493
PR , 1033 , 7985.60 , 549
PR , 7070 , 27902.50 , 6176
PR , 1122 , 2188385.52 , 151930
PR , 1212 , 141425.09 , 10186
PR , 1213 , 3078.50 , 609
PR , 1210 , 33590.59 , 5146
PR , 5152 , 2236.64 , 1344
PR , 3615 , 0.00 , 100
PR , 3606 , 0.00 , 373
