State, Candidate Number, Money (R$ Reais), Votes
CE , 1529 , 900.00 , 27
CE , 1234 , 1040065.35 , 125360
CE , 2525 , 1076818.64 , 277774
CE , 5001 , 2600.00 , 2558
CE , 5000 , 4480.00 , 4647
CE , 3660 , 0.00 , 515
CE , 5005 , 5729.35 , 1034
CE , 5004 , 1300.00 , 463
CE , 1133 , 1524631.84 , 47377
CE , 1331 , 779665.02 , 121640
CE , 4060 , 18990.34 , 758
CE , 1333 , 430997.31 , 94056
CE , 1616 , 6509.36 , 4591
CE , 5133 , 1000.00 , 0
CE , 9000 , 2272980.76 , 87666
CE , 3311 , 1200.00 , 247
CE , 5123 , 30984.45 , 4530
CE , 3390 , 1000.00 , 389
CE , 2277 , 1448.00 , 2189
CE , 1961 , 600.00 , 739
CE , 4050 , 58803.16 , 6540
CE , 1722 , 15000.00 , 779
CE , 4003 , 0.00 , 891
CE , 2300 , 1448.00 , 3547
CE , 1510 , 0.00 , 288
CE , 1617 , 2473.06 , 393
CE , 4512 , 0.00 , 445
CE , 1699 , 2471.36 , 736
CE , 1530 , 911304.50 , 56162
CE , 3610 , 0.00 , 71
CE , 1322 , 1698841.53 , 209032
CE , 2590 , 0.00 , 739
CE , 1222 , 1500.00 , 0
CE , 3617 , 0.00 , 1310
CE , 2291 , 0.00 , 764
CE , 2290 , 122160.15 , 120485
CE , 5033 , 10376.00 , 1200
CE , 5030 , 2618.40 , 5056
CE , 9033 , 557.51 , 1394
CE , 5013 , 1300.00 , 214
CE , 4084 , 0.00 , 205
CE , 2800 , 82354.40 , 5857
CE , 1902 , 600.00 , 336
CE , 7010 , 475290.80 , 23740
CE , 1901 , 600.00 , 131
CE , 1630 , 1020.36 , 118
CE , 2202 , 1448.00 , 985
CE , 2057 , 0.00 , 595
CE , 2888 , 1180.00 , 470
CE , 2567 , 0.00 , 107
CE , 1989 , 20290.64 , 6327
CE , 4321 , 19807.51 , 29763
CE , 1500 , 229581.40 , 173736
CE , 1509 , 900.00 , 118
CE , 2815 , 2005.51 , 119
CE , 2580 , 50000.00 , 2482
CE , 1351 , 0.00 , 711
CE , 5022 , 2639.90 , 1050
CE , 4511 , 865989.26 , 95145
CE , 5118 , 2000.00 , 1723
CE , 1919 , 600.00 , 728
CE , 5556 , 3748.40 , 986
CE , 1590 , 322206.75 , 92499
CE , 3171 , 1500.00 , 30
CE , 7000 , 0.00 , 183
CE , 5100 , 100.00 , 0
CE , 1599 , 3350.00 , 1117
CE , 4377 , 7805.91 , 360
CE , 9022 , 39620.30 , 4240
CE , 1991 , 600.00 , 111
CE , 1622 , 1425.36 , 1528
CE , 1620 , 890.36 , 344
CE , 4078 , 0.00 , 38
CE , 1188 , 0.00 , 18
CE , 1999 , 500.00 , 0
CE , 1998 , 600.00 , 310
CE , 4077 , 22075.29 , 6729
CE , 4070 , 0.00 , 180
CE , 1601 , 2685.36 , 428
CE , 2020 , 50.00 , 585
CE , 1451 , 426371.93 , 84474
CE , 4012 , 13735.34 , 273
CE , 1515 , 900.00 , 3805
CE , 2233 , 1470590.00 , 130983
CE , 1513 , 2476971.70 , 180157
CE , 5115 , 0.00 , 661
CE , 2587 , 0.00 , 26
CE , 5111 , 0.00 , 277
CE , 5113 , 100.00 , 580
CE , 3636 , 55000.00 , 9761
CE , 3633 , 4448.40 , 1184
CE , 3345 , 1200.00 , 39
CE , 4455 , 50200.00 , 4754
CE , 1313 , 732340.44 , 130717
CE , 5050 , 17532.40 , 4343
CE , 9055 , 257007.51 , 70768
CE , 2345 , 4987.00 , 1956
CE , 1969 , 600.00 , 382
CE , 2226 , 2248.00 , 2422
CE , 1965 , 1899.99 , 653
CE , 4510 , 41532.30 , 25835
CE , 2225 , 1448.00 , 213
CE , 4004 , 49563.34 , 1574
CE , 5190 , 0.00 , 342
CE , 1610 , 1583.86 , 282
CE , 1611 , 892.36 , 123
CE , 1111 , 37850.21 , 8453
CE , 1113 , 1104527.52 , 37106
CE , 4599 , 4810.92 , 1095
CE , 2500 , 7010.00 , 4935
CE , 2727 , 6450.00 , 1527
CE , 4090 , 44018.59 , 2390
CE , 2722 , 42112.20 , 9445
CE , 3622 , 0.00 , 359
CE , 4333 , 1250.00 , 595
CE , 4501 , 0.00 , 345
CE , 4040 , 115157.26 , 4771
CE , 5044 , 1756.00 , 292
CE , 9044 , 410478.88 , 46649
CE , 4399 , 1250.00 , 33
CE , 2123 , 1500.00 , 4327
CE , 1978 , 20024.28 , 8601
CE , 4013 , 49852.07 , 3973
CE , 1600 , 7291.17 , 1634
CE , 2080 , 50.00 , 718
CE , 4010 , 59945.34 , 2526
CE , 4017 , 51085.34 , 1588
CE , 4015 , 8735.34 , 186
CE , 4014 , 23990.34 , 469
CE , 6510 , 1938250.17 , 55403
CE , 2000 , 4666.40 , 2839
CE , 4001 , 13775.34 , 551
CE , 3131 , 685302.27 , 113885
CE , 1577 , 30986.80 , 53561
ES , 2712 , 5543.41 , 636
ES , 1305 , 33557.56 , 1815
ES , 1140 , 184705.70 , 8564
ES , 4300 , 26430.50 , 2462
ES , 1300 , 55453.00 , 14446
ES , 1145 , 1426479.47 , 45525
ES , 2222 , 52828.48 , 4477
ES , 4440 , 2921.26 , 1512
ES , 4023 , 24524.23 , 2705
ES , 4020 , 32226.25 , 2488
ES , 4470 , 6209.26 , 1961
ES , 5070 , 1166.00 , 903
ES , 4515 , 8098.81 , 0
ES , 2544 , 1392.06 , 278
ES , 4477 , 218.00 , 0
ES , 4476 , 100.00 , 168
ES , 2323 , 433586.76 , 24279
ES , 1544 , 1276326.16 , 42668
ES , 6577 , 5213.75 , 370
ES , 2525 , 195155.81 , 24229
ES , 1377 , 17859.00 , 1113
ES , 2014 , 20093.90 , 0
ES , 2240 , 18004.15 , 0
ES , 1313 , 0.00 , 1986
ES , 1311 , 14550.00 , 627
ES , 2700 , 1146.91 , 72
ES , 3333 , 5083.50 , 446
ES , 3131 , 500.00 , 38
ES , 4038 , 2985.00 , 262
ES , 1700 , 1100.00 , 269
ES , 2552 , 83728.95 , 23565
ES , 1555 , 68349.44 , 16009
ES , 2555 , 14635.26 , 722
ES , 2556 , 2379.96 , 697
ES , 5599 , 19721.80 , 2711
ES , 4403 , 1211.26 , 123
ES , 4404 , 0.00 , 87
ES , 2533 , 1500.00 , 0
ES , 4488 , 2467.26 , 2096
ES , 2250 , 1500.00 , 0
ES , 5010 , 2894.55 , 396
ES , 4310 , 14362.37 , 383
ES , 1320 , 650692.52 , 50928
ES , 5151 , 61316.49 , 3880
ES , 1122 , 0.00 , 0
ES , 9090 , 619591.53 , 69880
ES , 3144 , 132933.13 , 16300
ES , 3600 , 9880.00 , 672
ES , 4555 , 359505.92 , 42848
ES , 3677 , 62695.00 , 4344
ES , 4045 , 86592.90 , 31113
ES , 1717 , 1100.00 , 738
ES , 2545 , 15702.45 , 2157
ES , 4043 , 13987.50 , 1993
ES , 4343 , 303216.25 , 48829
ES , 4415 , 17159.26 , 1038
ES , 4414 , 0.00 , 29
ES , 4413 , 1653.26 , 665
ES , 4412 , 2613.26 , 801
ES , 4410 , 0.00 , 307
ES , 1256 , 9514.30 , 1526
ES , 1255 , 63678.77 , 10372
ES , 1400 , 21811.01 , 2167
ES , 1010 , 638430.67 , 36174
ES , 1012 , 68695.62 , 36032
ES , 1234 , 19336.30 , 6559
ES , 2200 , 55881.17 , 0
ES , 1236 , 45031.07 , 6404
ES , 5000 , 350.00 , 940
ES , 1330 , 14324.00 , 1036
ES , 1333 , 1042222.95 , 43858
ES , 7788 , 24320.20 , 1716
ES , 4545 , 18121.33 , 6763
ES , 5122 , 2512.16 , 411
ES , 5123 , 611.26 , 0
ES , 2270 , 27941.80 , 641
ES , 4050 , 201526.22 , 15196
ES , 4422 , 225341.28 , 11635
ES , 1414 , 172838.87 , 0
ES , 6500 , 6461.25 , 1006
ES , 4427 , 0.00 , 18
ES , 1245 , 30292.94 , 1536
ES , 2522 , 573710.81 , 34092
ES , 1733 , 6274.00 , 563
ES , 1000 , 0.00 , 0
ES , 1919 , 4270.50 , 680
ES , 1222 , 0.00 , 790
ES , 5011 , 1048.00 , 1735
ES , 5030 , 7774.41 , 4264
ES , 4433 , 4101.26 , 2259
ES , 2800 , 8035.75 , 1867
ES , 7012 , 6850.00 , 0
ES , 7011 , 7279.00 , 593
ES , 7711 , 0.00 , 34
ES , 4060 , 29944.57 , 17075
ES , 1422 , 6492.50 , 999
ES , 2055 , 10007.00 , 237
ES , 5540 , 31007.74 , 4633
ES , 4533 , 0.00 , 112
ES , 4321 , 17138.75 , 11963
ES , 2215 , 1500.00 , 0
ES , 5454 , 7403.76 , 897
ES , 1212 , 1303913.39 , 161744
ES , 1213 , 7180.00 , 2222
ES , 1210 , 6860.00 , 324
ES , 1211 , 16326.00 , 4706
ES , 2813 , 0.00 , 555
ES , 2580 , 0.00 , 449
ES , 1350 , 441632.57 , 83967
ES , 2588 , 3072.26 , 194
ES , 5555 , 88675.89 , 6497
ES , 4444 , 0.00 , 0
ES , 4445 , 1467.26 , 337
ES , 4447 , 4314.11 , 1125
ES , 7000 , 6279.00 , 617
ES , 2212 , 51818.70 , 1612
ES , 2210 , 50574.29 , 3744
ES , 1023 , 83806.50 , 8126
ES , 3370 , 9287.50 , 428
ES , 2020 , 0.00 , 3616
ES , 1100 , 0.00 , 840
ES , 2577 , 2991.26 , 1645
ES , 1515 , 2233581.69 , 94759
ES , 1745 , 0.00 , 217
ES , 2100 , 0.00 , 212
ES , 2512 , 6003.26 , 2119
ES , 5115 , 836.26 , 578
ES , 4421 , 1211.26 , 758
ES , 2866 , 0.00 , 80
ES , 2733 , 6107.41 , 1119
ES , 3636 , 13275.71 , 1095
ES , 1200 , 52858.35 , 8195
ES , 4450 , 0.00 , 138
ES , 4456 , 7010.76 , 1958
ES , 4455 , 5804.26 , 2583
ES , 7070 , 11980.05 , 1921
ES , 2345 , 9095.00 , 1891
ES , 4000 , 28076.00 , 3020
ES , 4001 , 1600.00 , 700
ES , 4510 , 845.26 , 596
ES , 4004 , 150706.25 , 4802
ES , 4005 , 6591.00 , 236
ES , 2220 , 62484.20 , 0
ES , 2221 , 91902.75 , 6988
ES , 7777 , 859301.98 , 67631
ES , 1444 , 1300.00 , 250
ES , 1115 , 20565.00 , 351
ES , 1788 , 7395.00 , 1232
ES , 4599 , 611.26 , 364
ES , 2500 , 456182.77 , 64969
ES , 2727 , 5433.41 , 1132
ES , 4311 , 8483.75 , 1504
ES , 4500 , 537694.37 , 91210
ES , 4469 , 81128.62 , 15505
ES , 4040 , 623126.62 , 88110
ES , 2121 , 500.00 , 340
ES , 4399 , 56706.61 , 0
ES , 4419 , 1095.86 , 188
ES , 4013 , 10842.50 , 456
ES , 2233 , 24974.21 , 4493
ES , 4010 , 1055834.71 , 86506
ES , 4567 , 1153571.63 , 49729
ES , 1577 , 0.00 , 201
ES , 2929 , 967.42 , 0
GO , 9077 , 1000.00 , 76
GO , 2710 , 615.48 , 482
GO , 1300 , 71630.72 , 3152
GO , 2717 , 615.48 , 276
GO , 1145 , 4448.00 , 270
GO , 5454 , 0.00 , 458
GO , 2719 , 1453.88 , 172
GO , 4570 , 0.00 , 656
GO , 3659 , 666.66 , 0
GO , 4578 , 1404085.75 , 82204
GO , 2099 , 0.00 , 127
GO , 5500 , 3510668.40 , 90877
GO , 1777 , 134.00 , 0
GO , 2522 , 0.00 , 35
GO , 3120 , 1000.00 , 0
GO , 2715 , 80.00 , 0
GO , 1445 , 303067.43 , 25535
GO , 3124 , 185.00 , 0
GO , 2014 , 61006.91 , 12944
GO , 1315 , 8135.00 , 2653
GO , 1314 , 2109992.75 , 35923
GO , 1313 , 1090921.23 , 115874
GO , 1310 , 663615.99 , 58865
GO , 1790 , 700.00 , 0
GO , 4562 , 1200.00 , 0
GO , 4567 , 3029463.97 , 44655
GO , 4565 , 1218219.61 , 107344
GO , 2748 , 80.00 , 0
GO , 3645 , 618.40 , 0
GO , 2555 , 500.00 , 0
GO , 4404 , 1152.90 , 461
GO , 2077 , 12152.90 , 351
GO , 4400 , 700.00 , 265
GO , 6565 , 292159.08 , 34079
GO , 1388 , 0.00 , 451
GO , 1414 , 1434796.48 , 92945
GO , 1323 , 1000.00 , 626
GO , 5012 , 0.00 , 227
GO , 1321 , 342434.13 , 34218
GO , 5151 , 10446.00 , 0
GO , 1122 , 2267184.20 , 74980
GO , 9090 , 2685369.59 , 72781
GO , 2777 , 615.48 , 292
GO , 3678 , 4155.01 , 0
GO , 3666 , 600.00 , 0
GO , 2828 , 2275.91 , 567
GO , 2829 , 1659.62 , 0
GO , 3670 , 24066.66 , 0
GO , 4555 , 5484143.06 , 107544
GO , 4550 , 10724.00 , 0
GO , 4551 , 0.00 , 347
GO , 1710 , 134.00 , 0
GO , 4040 , 20000.00 , 2680
GO , 4041 , 67052.28 , 4731
GO , 2544 , 0.00 , 102
GO , 4343 , 1700.00 , 0
GO , 2789 , 615.48 , 490
GO , 1456 , 6203.50 , 527
GO , 1525 , 2083590.54 , 41845
GO , 9010 , 1000.00 , 0
GO , 1520 , 0.00 , 850
GO , 3680 , 24066.66 , 0
GO , 1010 , 801970.79 , 58466
GO , 4499 , 5152.90 , 471
GO , 5000 , 2189.40 , 1474
GO , 3625 , 666.66 , 0
GO , 4540 , 700.00 , 279
GO , 4545 , 2506578.00 , 120283
GO , 5122 , 400.00 , 0
GO , 2040 , 21152.90 , 2331
GO , 4422 , 0.00 , 99
GO , 1725 , 134.00 , 0
GO , 1510 , 4012529.44 , 179214
GO , 2888 , 1659.62 , 0
GO , 3610 , 29140.66 , 0
GO , 3611 , 666.66 , 0
GO , 3143 , 1000.00 , 0
GO , 5033 , 3414.59 , 756
GO , 4433 , 23038.80 , 383
GO , 3310 , 472940.00 , 0
GO , 2800 , 700.00 , 0
GO , 1736 , 134.00 , 0
GO , 5133 , 4009.00 , 0
GO , 1422 , 2719.90 , 216
GO , 3690 , 600.00 , 0
GO , 1580 , 1064349.94 , 77925
GO , 5545 , 2285065.44 , 79666
GO , 1500 , 11546.14 , 1401
GO , 1506 , 0.00 , 129
GO , 1212 , 957420.92 , 159122
GO , 2816 , 1659.62 , 326
GO , 2810 , 2118.02 , 1989
GO , 3608 , 5941.66 , 0
GO , 5555 , 2117751.37 , 71832
GO , 4444 , 14502.90 , 106291
GO , 1590 , 0.00 , 381
GO , 4525 , 0.00 , 472
GO , 1733 , 134.00 , 0
GO , 4070 , 114782.14 , 11813
GO , 2754 , 615.48 , 73
GO , 1105 , 2943989.29 , 85534
GO , 1515 , 850315.42 , 66234
GO , 1514 , 1400.00 , 26086
GO , 2511 , 2526.72 , 1185
GO , 2512 , 14326.14 , 5024
GO , 2815 , 1000.00 , 0
GO , 3636 , 2100.00 , 0
GO , 3635 , 250.00 , 0
GO , 3630 , 666.66 , 0
GO , 5522 , 74401.60 , 856
GO , 3600 , 3666.66 , 0
GO , 5055 , 1448.00 , 119
GO , 5050 , 0.00 , 939
GO , 2345 , 5812787.78 , 92347
GO , 1616 , 6747.34 , 1622
GO , 2222 , 4565353.85 , 118458
GO , 5190 , 499.98 , 0
GO , 4514 , 4086.00 , 1446
GO , 4515 , 3451878.25 , 20033
GO , 7777 , 2222030.01 , 78387
GO , 4590 , 3900.00 , 5500
GO , 1442 , 1086.00 , 0
GO , 2030 , 28952.28 , 815
GO , 1118 , 4448.00 , 904
GO , 3650 , 6866.74 , 0
GO , 4599 , 1910679.11 , 110992
GO , 1566 , 0.00 , 199
GO , 2727 , 3100.00 , 847
GO , 2871 , 2633.29 , 213
GO , 1528 , 2526.72 , 453
GO , 3622 , 666.66 , 0
GO , 3133 , 1000.00 , 0
GO , 4500 , 373213.22 , 274625
GO , 1717 , 22103.45 , 0
GO , 9045 , 1000.00 , 384
GO , 3134 , 100.00 , 0
GO , 3132 , 1000.00 , 0
GO , 4010 , 10000.00 , 1198
GO , 3113 , 17611.19 , 0
GO , 1971 , 0.00 , 411
GO , 3190 , 20000.00 , 0
GO , 3131 , 1000.00 , 0
GO , 1478 , 2000.00 , 0
GO , 4580 , 40203.67 , 189
MA , 1788 , 300.00 , 1372
MA , 1789 , 317859.42 , 49797
MA , 2710 , 0.00 , 127
MA , 1300 , 526756.45 , 90531
MA , 1301 , 660.00 , 157
MA , 2713 , 0.00 , 295
MA , 1780 , 50060.00 , 132
MA , 2222 , 2800.00 , 3889
MA , 2844 , 0.00 , 25
MA , 3612 , 0.00 , 2748
MA , 1265 , 42983.22 , 15947
MA , 2788 , 0.00 , 155
MA , 3322 , 0.00 , 1728
MA , 4020 , 0.00 , 1308
MA , 3650 , 0.00 , 151
MA , 3653 , 0.00 , 1792
MA , 2323 , 367948.66 , 133575
MA , 7777 , 300766.38 , 38991
MA , 1777 , 7403.90 , 3273
MA , 1545 , 3083.00 , 1038
MA , 1771 , 25396.85 , 2527
MA , 1770 , 0.00 , 661
MA , 1773 , 700.00 , 322
MA , 1145 , 0.00 , 422
MA , 5588 , 1500.00 , 0
MA , 1263 , 0.00 , 53
MA , 1372 , 18.40 , 834
MA , 2019 , 0.00 , 20
MA , 2014 , 244336.05 , 22862
MA , 1317 , 660.00 , 0
MA , 1316 , 660.00 , 30
MA , 1315 , 130407.40 , 6713
MA , 2833 , 0.00 , 838
MA , 1313 , 315252.95 , 15293
MA , 1312 , 0.00 , 895
MA , 1311 , 9010.00 , 3389
MA , 1310 , 2100.00 , 1063
MA , 2707 , 13494.57 , 10209
MA , 1790 , 10560.00 , 588
MA , 2855 , 0.00 , 356
MA , 7081 , 0.00 , 0
MA , 3333 , 2925.00 , 4894
MA , 4030 , 714900.01 , 51418
MA , 3331 , 785637.01 , 31370
MA , 3131 , 40360.77 , 11550
MA , 2712 , 6500.00 , 3089
MA , 3334 , 4490.00 , 232
MA , 5511 , 0.00 , 513
MA , 5510 , 962221.40 , 87793
MA , 3644 , 0.00 , 98
MA , 1700 , 7000.00 , 1486
MA , 9000 , 0.00 , 794
MA , 1555 , 171683.00 , 83847
MA , 2555 , 12471.73 , 3278
MA , 6565 , 605617.22 , 118115
MA , 4024 , 3500.00 , 26
MA , 2147 , 0.00 , 346
MA , 1388 , 2128.00 , 858
MA , 1410 , 102655.24 , 6520
MA , 1412 , 14697.47 , 581
MA , 1413 , 0.00 , 565
MA , 1414 , 251910.67 , 85507
MA , 1415 , 603.00 , 12179
MA , 1322 , 45200.00 , 13375
MA , 1323 , 27600.00 , 14866
MA , 1320 , 500.00 , 0
MA , 1325 , 6064.90 , 1201
MA , 4321 , 1861367.42 , 91669
MA , 1122 , 0.00 , 753
MA , 5155 , 0.00 , 916
MA , 5154 , 5040.21 , 650
MA , 1399 , 0.00 , 43
MA , 3678 , 0.00 , 371
MA , 2828 , 0.00 , 448
MA , 2877 , 12927.40 , 2745
MA , 4555 , 256038.37 , 52783
MA , 3677 , 0.00 , 1859
MA , 2822 , 200.00 , 281
MA , 1712 , 200.00 , 1229
MA , 1711 , 200.00 , 513
MA , 1710 , 224520.00 , 44897
MA , 4040 , 195513.32 , 86728
MA , 3380 , 0.00 , 137
MA , 1714 , 17946.00 , 3157
MA , 7012 , 0.00 , 1581
MA , 6512 , 102460.26 , 33929
MA , 2789 , 57151.40 , 14283
MA , 6515 , 2300.00 , 2829
MA , 3388 , 4290.00 , 2513
MA , 4410 , 288063.45 , 83955
MA , 1256 , 4800.00 , 1521
MA , 2177 , 1323.40 , 397
MA , 1522 , 963839.69 , 67885
MA , 1523 , 485608.02 , 51011
MA , 1015 , 500.00 , 670
MA , 1010 , 554552.90 , 105243
MA , 5538 , 1500.00 , 4
MA , 3665 , 20746.05 , 7446
MA , 3663 , 0.00 , 187
MA , 1233 , 163589.99 , 0
MA , 1133 , 1500.00 , 376
MA , 1238 , 0.00 , 132
MA , 1314 , 0.00 , 0
MA , 1331 , 660.00 , 1951
MA , 1744 , 30607.00 , 0
MA , 7789 , 9599.90 , 2643
MA , 3310 , 1980.00 , 487
MA , 4356 , 526135.31 , 85034
MA , 2728 , 0.00 , 0
MA , 4545 , 18694.30 , 7274
MA , 5122 , 217409.66 , 50962
MA , 5123 , 2000.00 , 214
MA , 2277 , 0.00 , 443
MA , 4050 , 0.00 , 2065
MA , 6500 , 6930.77 , 15601
MA , 1722 , 700.00 , 372
MA , 1720 , 200.00 , 445
MA , 1245 , 0.00 , 246
MA , 1244 , 3500.00 , 302
MA , 2888 , 0.00 , 2596
MA , 3610 , 3600.00 , 3110
MA , 3611 , 0.00 , 1143
MA , 1225 , 127550.00 , 37726
MA , 3613 , 0.00 , 860
MA , 1222 , 0.00 , 6949
MA , 3616 , 0.00 , 793
MA , 1340 , 0.00 , 0
MA , 7024 , 0.00 , 5161
MA , 6536 , 0.00 , 250
MA , 2808 , 11090.00 , 4120
MA , 4433 , 0.00 , 202
MA , 2800 , 0.00 , 0
MA , 7015 , 0.00 , 123
MA , 4343 , 48969.80 , 804
MA , 1900 , 0.00 , 869
MA , 7713 , 319043.05 , 40424
MA , 1422 , 0.00 , 63
MA , 4065 , 1800.00 , 360
MA , 1731 , 760.00 , 723
MA , 1730 , 200.00 , 78
MA , 1733 , 375432.84 , 38744
MA , 3696 , 0.00 , 1178
MA , 5151 , 268727.37 , 56879
MA , 1500 , 0.00 , 773
MA , 9009 , 1500.00 , 181
MA , 2365 , 72858.93 , 25946
MA , 5454 , 0.00 , 1742
MA , 1212 , 796399.99 , 81161
MA , 1213 , 400.00 , 0
MA , 1211 , 440806.61 , 64896
MA , 2811 , 0.00 , 22
MA , 2810 , 0.00 , 206
MA , 9090 , 8571.90 , 3722
MA , 1350 , 660.00 , 1026
MA , 1357 , 0.00 , 444
MA , 2123 , 0.00 , 431
MA , 1355 , 660.00 , 0
MA , 1200 , 6250.40 , 1166
MA , 5555 , 0.00 , 971
MA , 6520 , 0.00 , 26
MA , 1597 , 0.00 , 73
MA , 4444 , 11003.00 , 3653
MA , 7000 , 108513.15 , 20647
MA , 5100 , 0.00 , 244
MA , 2777 , 0.00 , 471
MA , 1598 , 1039.90 , 117
MA , 2213 , 0.00 , 1321
MA , 2212 , 0.00 , 297
MA , 2211 , 2407218.09 , 63706
MA , 2210 , 0.00 , 291
MA , 2899 , 0.00 , 59
MA , 1023 , 171712.01 , 35292
MA , 1303 , 0.00 , 66
MA , 7088 , 5655.00 , 20470
MA , 5188 , 0.00 , 0
MA , 5400 , 2782.00 , 2829
MA , 5423 , 1500.00 , 94
MA , 1455 , 1135.00 , 3394
MA , 1456 , 6189.07 , 444
MA , 1100 , 1500.00 , 1268
MA , 1515 , 575372.85 , 56983
MA , 1513 , 191178.94 , 125521
MA , 5115 , 14000.00 , 16791
MA , 2815 , 850.00 , 824
MA , 1725 , 200.00 , 0
MA , 2730 , 0.00 , 0
MA , 5110 , 1200.00 , 0
MA , 3636 , 0.00 , 538
MA , 3633 , 24618.00 , 3360
MA , 2717 , 0.00 , 594
MA , 3600 , 28669.00 , 3070
MA , 7070 , 151566.39 , 27277
MA , 5055 , 0.00 , 548
MA , 5050 , 25280.68 , 3319
MA , 5051 , 500.00 , 1043
MA , 1217 , 0.00 , 93
MA , 2345 , 126230.62 , 9432
MA , 6555 , 11738.85 , 862
MA , 5199 , 5100.00 , 1451
MA , 4000 , 13542.40 , 7879
MA , 4510 , 0.00 , 864
MA , 7077 , 0.00 , 23262
MA , 3100 , 0.00 , 1395
MA , 5190 , 3567.90 , 1198
MA , 1610 , 0.00 , 0
MA , 1611 , 0.00 , 0
MA , 1111 , 754836.40 , 66274
MA , 1113 , 1500.00 , 183
MA , 1444 , 0.00 , 250
MA , 3300 , 0.00 , 485
MA , 1441 , 0.00 , 255
MA , 5020 , 0.00 , 607
MA , 1755 , 760.00 , 972
MA , 1753 , 400.00 , 39
MA , 5144 , 2000.00 , 15
MA , 2501 , 2000.00 , 0
MA , 2727 , 561058.16 , 50658
MA , 4090 , 89455.17 , 4472
MA , 2723 , 83200.00 , 15162
MA , 4045 , 1200.00 , 493
MA , 3621 , 2500.00 , 1016
MA , 3622 , 29678.40 , 6740
MA , 1234 , 57196.37 , 5600
MA , 1277 , 0.00 , 202
MA , 5537 , 1500.00 , 5
MA , 4500 , 24091.73 , 4396
MA , 1717 , 200.00 , 1248
MA , 5044 , 0.00 , 164
MA , 2121 , 6409.20 , 684
MA , 6545 , 18760.00 , 2244
MA , 5412 , 0.00 , 419
MA , 6541 , 121840.03 , 16208
MA , 1978 , 0.00 , 636
MA , 1600 , 0.00 , 1067
MA , 4010 , 10960.00 , 1769
MA , 5445 , 0.00 , 0
MA , 1366 , 0.00 , 597
MA , 1616 , 0.00 , 5997
MA , 1365 , 25200.00 , 5755
MA , 1577 , 837768.98 , 35282
MA , 4415 , 0.00 , 199
MG , 4027 , 3084.00 , 654
MG , 4025 , 550.00 , 0
MG , 4022 , 6230.00 , 881
MG , 4021 , 8550.00 , 645
MG , 1949 , 400.00 , 0
MG , 7004 , 7267.00 , 527
MG , 2078 , 480.00 , 0
MG , 1252 , 2573.50 , 240
MG , 7006 , 9332.50 , 843
MG , 1522 , 268116.96 , 3770
MG , 2852 , 550.00 , 83
MG , 2855 , 4385.00 , 498
MG , 3333 , 3395427.87 , 52679
MG , 7044 , 350555.85 , 9830
MG , 7047 , 3620.00 , 88
MG , 7041 , 6164.50 , 621
MG , 7040 , 206180.50 , 7805
MG , 3335 , 166612.29 , 14010
MG , 7042 , 5701.00 , 249
MG , 3339 , 5233.00 , 507
MG , 7049 , 29752.00 , 4094
MG , 1700 , 626448.75 , 19701
MG , 1701 , 6040.00 , 1267
MG , 1702 , 6514.90 , 628
MG , 1707 , 0.00 , 228
MG , 2312 , 10279.84 , 3989
MG , 2310 , 0.00 , 128
MG , 2311 , 4277.20 , 627
MG , 1258 , 6427.20 , 1341
MG , 1666 , 1156.97 , 264
MG , 1390 , 0.00 , 5385
MG , 4328 , 0.00 , 0
MG , 4524 , 5069.25 , 0
MG , 1121 , 3734753.01 , 109510
MG , 4323 , 12794.00 , 186
MG , 4322 , 5130.60 , 576
MG , 4325 , 5491.00 , 757
MG , 4326 , 12794.00 , 681
MG , 3140 , 932844.97 , 11287
MG , 3678 , 5005.00 , 235
MG , 2828 , 2010.00 , 133
MG , 3672 , 572.97 , 190
MG , 4554 , 35199.25 , 1150
MG , 4555 , 2498771.96 , 131687
MG , 2820 , 4250.00 , 0
MG , 3677 , 5508.93 , 99
MG , 4550 , 4584168.45 , 292848
MG , 5415 , 4490.00 , 660
MG , 5410 , 27102.81 , 3713
MG , 5412 , 1300.00 , 187
MG , 5413 , 0.00 , 480
MG , 1409 , 22463.86 , 2280
MG , 1403 , 0.00 , 109
MG , 1015 , 88614.55 , 0
MG , 1400 , 117018.82 , 9562
MG , 1010 , 498121.62 , 146792
MG , 1011 , 87791.02 , 11655
MG , 1405 , 0.00 , 0
MG , 1013 , 0.00 , 1127
MG , 1234 , 2919149.55 , 90738
MG , 1235 , 9021.70 , 2048
MG , 1236 , 44669.08 , 3996
MG , 5000 , 731.40 , 2101
MG , 1230 , 13267.20 , 949
MG , 1231 , 259584.28 , 93997
MG , 5005 , 0.00 , 1610
MG , 1233 , 77355.57 , 3393
MG , 1331 , 526732.54 , 51948
MG , 1330 , 2789702.31 , 93450
MG , 1333 , 1350784.75 , 147175
MG , 1332 , 0.00 , 534
MG , 1515 , 3811199.60 , 92743
MG , 2526 , 1252694.37 , 51561
MG , 4355 , 270.60 , 930
MG , 4353 , 5130.60 , 532
MG , 7707 , 7897.98 , 599
MG , 2100 , 0.00 , 2746
MG , 2040 , 13750.99 , 9082
MG , 2041 , 300.00 , 357
MG , 4422 , 0.00 , 869
MG , 7709 , 208.86 , 62
MG , 1240 , 6427.20 , 189
MG , 1242 , 8990.61 , 109
MG , 1533 , 38870.07 , 15714
